responden_id,Q1. Apakah Anda bersedia menjadi responden dalam penelitian ini?,Apakah Anda memenuhi seluruh kriteria responden di atas?,jenis_kelamin,usia,semester,uang_saku_bulanan,perguruan_tinggi,frekuensi_penggunaan,jenis_transaksi_dominan,jumlah_ewallet_aktif_raw,ewallet_utama,ewallet_digunakan,lama_penggunaan,nominal_transaksi,pengeluaran_ewallet_bulanan,alasan_utama,kondisi_penggunaan,promo_memengaruhi,frekuensi_pindah_promo,Q22/S1.1. E-wallet membantu saya melakukan transaksi dengan lebih cepat.,Q23/S1.2. E-wallet membuat aktivitas pembayaran saya menjadi lebih praktis.,Q24/S1.3. E-wallet membantu saya memenuhi kebutuhan transaksi sehari-hari.,Q25/S1.4. E-wallet lebih efisien dibandingkan pembayaran tunai dalam beberapa situasi.,Q26/S2.1. Aplikasi e-wallet mudah saya gunakan.,Q27/S2.2. Fitur-fitur pada e-wallet mudah saya pahami.,Q28/S2.3. Saya tidak mengalami kesulitan saat melakukan transaksi menggunakan e-wallet.,Q29/S2.4. Proses top-up saldo e-wallet mudah dilakukan.,Q30/S3.1. Saya merasa saldo saya aman saat menggunakan e-wallet.,Q31/S3.2. Saya merasa transaksi menggunakan e-wallet terlindungi dengan baik.,"Q32/S3.3. Fitur keamanan seperti PIN, OTP, atau verifikasi biometrik membuat saya merasa lebih aman.",Q33/S3.4. Saya merasa data pribadi saya aman saat menggunakan e-wallet.,Q34/S4.1. Saya percaya penyedia e-wallet mampu menjaga keamanan transaksi saya.,Q35/S4.2. Saya percaya penyedia e-wallet akan membantu jika terjadi masalah transaksi.,Q36/S4.3. Saya percaya informasi pribadi saya dikelola dengan baik oleh penyedia e-wallet.,Q37/S4.4. Saya merasa nyaman menyimpan saldo di aplikasi e-wallet.,Q38/S5.1. Promo atau cashback membuat saya lebih tertarik menggunakan e-wallet.,Q39/S5.2. Saya lebih sering menggunakan e-wallet ketika ada promo atau diskon.,Q40/S5.3. Saya memilih e-wallet tertentu karena promo yang ditawarkan lebih menarik.,Q41/S5.4. Promo atau cashback menjadi salah satu alasan utama saya menggunakan e-wallet.,Q42/S6.1. Saya khawatir saldo e-wallet saya dapat hilang karena kesalahan sistem atau penyalahgunaan akun.,Q43/S6.2. Saya khawatir data pribadi saya disalahgunakan saat menggunakan e-wallet.,Q44/S6.3. Saya merasa penggunaan e-wallet memiliki risiko keamanan tertentu.,Q45/S6.4. Saya ragu menggunakan e-wallet untuk transaksi dengan nominal besar.,fitur_dibutuhkan,perlu_ditingkatkan,niat_lanjut,kepuasan,saran,S1_kegunaan_mean,S2_kemudahan_mean,S3_keamanan_mean,S4_kepercayaan_mean,S5_promo_insentif_mean,S6_persepsi_risiko_mean,jumlah_ewallet_dari_multiselect,jumlah_ewallet_outlier_flag,jumlah_ewallet_aktif_clean,usia_clean,semester_encoded,uang_saku_encoded,frekuensi_penggunaan_encoded,lama_penggunaan_encoded,nominal_transaksi_encoded,pengeluaran_ewallet_bulanan_encoded,promo_memengaruhi_encoded,frekuensi_pindah_promo_encoded,niat_lanjut_encoded,kepuasan_encoded,cluster,nama_segmen
296,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.000.000 – Rp1.499.999,Universitas Andalas,"Cukup sering, 3–5 kali dalam seminggu",Transportasi,2.0,ShopeePay,"OVO, ShopeePay",1 tahun – kurang dari 2 tahun,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,Transfer gratis,Biaya admin,Sangat berniat,4.0,,4.5,4.5,4.5,4.5,4.75,4.5,2,False,2.0,22.0,8.0,3,3,3,2,3,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
297,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 5,Rp1.500.000 – Rp1.999.999,Universitas Andalas,"Sangat jarang, kurang dari 1 kali dalam seminggu",Pembayaran tagihan,1.0,DANA,DANA,6 bulan – kurang dari 1 tahun,Rp100.000 – Rp199.999,Kurang dari Rp100.000,Mudah untuk transfer uang,Saat melakukan pembayaran rutin,Memengaruhi,Sangat sering,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Transfer gratis,Biaya admin,Berniat,4.0,,4.75,4.5,4.75,4.5,4.75,4.5,1,False,1.0,20.0,5.0,4,1,2,4,1,4,5,4,4.0,1,Pengguna Aktif Responsif Promo
298,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 5,Rp3.000.000 atau lebih,Universitas Airlangga,"Sangat jarang, kurang dari 1 kali dalam seminggu",Pembayaran tagihan,1.0,DANA,DANA,6 bulan – kurang dari 1 tahun,Rp100.000 – Rp199.999,Kurang dari Rp100.000,Mudah untuk transfer uang,Saat melakukan pembayaran rutin,Sangat memengaruhi,Sangat sering,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Keamanan akun yang lebih kuat,Keamanan akun,Sangat berniat,5.0,,4.75,4.75,5.0,4.75,4.75,4.75,1,False,1.0,21.0,5.0,6,1,2,4,1,5,5,5,5.0,1,Pengguna Aktif Responsif Promo
299,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp2.000.000 – Rp2.999.999,Institut Teknologi Sepuluh Nopember,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk belanja online,Saat belanja online,Memengaruhi,Sangat sering,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,Cashback transaksi,Jumlah promo/cashback,Sangat berniat,4.0,,4.25,4.25,4.25,4.0,4.0,4.5,4,False,4.0,19.0,2.0,5,5,5,4,5,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
300,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 3,Kurang dari Rp500.000,Universitas Muhammadiyah Gresik,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"LinkAja, iSaku",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Memengaruhi,Sering,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Top-up mudah dan murah,Kemudahan top-up,Sangat berniat,4.0,,4.0,4.0,4.25,4.25,5.0,4.75,2,False,3.0,20.0,3.0,1,4,4,2,4,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
301,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp500.000 – Rp999.999,Universitas Tanjungpura,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,5.0,DANA,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Cukup memengaruhi,Sering,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,Transfer gratis,Biaya admin,Sangat berniat,4.0,,4.0,4.75,4.25,4.5,3.75,4.0,5,False,5.0,22.0,8.0,2,5,5,4,5,3,4,5,4.0,1,Pengguna Aktif Responsif Promo
302,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,21.0,Semester 6,Rp1.500.000 – Rp1.999.999,Universitas Indonesia,"Cukup sering, 3–5 kali dalam seminggu",Belanja online,2.0,ShopeePay,"ShopeePay, LinkAja",1 tahun – kurang dari 2 tahun,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Banyak promo/cashback,Saat belanja online,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,5.0,,5.0,4.5,4.5,4.5,5.0,4.5,2,False,2.0,21.0,6.0,4,3,3,2,3,5,5,5,5.0,1,Pengguna Aktif Responsif Promo
303,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp2.000.000 – Rp2.999.999,Universitas Sam Ratulangi,"Sering, 6–10 kali dalam seminggu",Transfer ke teman / orang lain,3.0,OVO,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp100.000 – Rp199.999,Rp500.000 – Rp999.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Memengaruhi,Sangat sering,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,4.0,,4.5,4.0,4.0,4.5,4.75,4.75,5,False,3.0,22.0,8.0,5,4,4,4,4,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
304,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 3,Rp1.500.000 – Rp1.999.999,Universitas Islam Riau,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,OVO,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Banyak merchant yang menerima e-wallet,Saat membeli makanan/minuman,Sangat tidak memengaruhi,Jarang,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Top-up mudah dan murah,Kemudahan top-up,Sangat tidak berniat,1.0,,2.0,2.0,2.0,1.5,1.75,1.75,5,False,3.0,20.0,3.0,4,4,4,2,4,1,2,1,1.0,2,Pengguna Positif Moderat/Selektif
305,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,21.0,Semester 6,Rp2.000.000 – Rp2.999.999,Universitas Padjadjaran,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,GoPay,"DANA, GoPay, OVO, LinkAja",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Banyak merchant yang menerima e-wallet,Saat membeli makanan/minuman,Sangat memengaruhi,Sering,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Transfer gratis,Biaya admin,Sangat berniat,4.0,,4.75,4.5,4.75,4.0,4.75,4.75,4,False,3.0,21.0,6.0,5,4,4,2,4,5,4,5,4.0,1,Pengguna Aktif Responsif Promo
306,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 7,Rp1.000.000 – Rp1.499.999,Universitas Ciputra,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, OVO",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Praktis dan cepat,Saat membeli makanan/minuman,Tidak memengaruhi,Jarang,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Transfer gratis,Biaya admin,Tidak berniat,2.0,,1.5,1.75,2.0,1.5,2.0,1.25,3,False,3.0,22.0,7.0,3,4,4,2,4,2,2,2,2.0,2,Pengguna Positif Moderat/Selektif
307,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 4,Rp1.500.000 – Rp1.999.999,Universitas Airlangga,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,5.0,OVO,"DANA, GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp50.000 – Rp99.999,Rp1.000.000 atau lebih,Banyak merchant yang menerima e-wallet,Saat ada promo/cashback,Memengaruhi,Sering,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Berniat,4.0,,4.75,4.75,4.5,4.5,4.25,4.75,5,False,5.0,20.0,4.0,4,5,5,3,5,4,4,4,4.0,1,Pengguna Aktif Responsif Promo
308,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 3,Rp500.000 – Rp999.999,Universitas Negeri Yogyakarta,"Sangat sering, lebih dari 10 kali dalam seminggu",Pembelian makanan/minuman,4.0,GoPay,"DANA, ShopeePay",3 tahun atau lebih,Rp25.000 – Rp49.999,Rp1.000.000 atau lebih,Tidak perlu membawa uang tunai,Saat ada promo/cashback,Memengaruhi,Sangat sering,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,Promo makanan/minuman,Jumlah promo/cashback,Sangat berniat,5.0,,4.25,4.5,4.75,4.5,4.25,4.75,2,False,4.0,20.0,3.0,2,5,5,2,5,4,5,5,5.0,1,Pengguna Aktif Responsif Promo
309,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 2,Rp500.000 – Rp999.999,Universitas Islam Negeri Sumatera Utara,"Sering, 6–10 kali dalam seminggu",Belanja online,3.0,ShopeePay,"GoPay, OVO, ShopeePay",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Banyak promo/cashback,Saat belanja online,Sangat memengaruhi,Sering,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,Transfer gratis,Biaya admin,Berniat,4.0,,4.25,4.25,4.25,4.25,4.5,4.25,3,False,3.0,19.0,2.0,2,4,4,3,4,5,4,4,4.0,1,Pengguna Aktif Responsif Promo
310,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 4,Kurang dari Rp500.000,Universitas Sriwijaya,"Sering, 6–10 kali dalam seminggu",Belanja online,3.0,ShopeePay,"DANA, GoPay, OVO, ShopeePay",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Mudah untuk belanja online,Saat belanja online,Sangat tidak memengaruhi,Tidak pernah,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Pembayaran UKT/kampus,Perlindungan data pribadi,Sangat tidak berniat,2.0,,1.5,1.75,1.25,1.5,1.75,1.75,4,False,3.0,20.0,4.0,1,4,4,3,4,1,1,1,2.0,2,Pengguna Positif Moderat/Selektif
311,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 2,Rp1.500.000 – Rp1.999.999,Universitas Merdeka Malang,"Jarang, 1–2 kali dalam seminggu",Belanja online,2.0,ShopeePay,"OVO, ShopeePay",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp100.000 – Rp299.999,Mudah untuk belanja online,Saat ada promo/cashback,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,Riwayat transaksi yang jelas,Perlindungan data pribadi,Berniat,4.0,,4.75,4.5,4.75,4.0,4.5,4.25,2,False,2.0,19.0,2.0,4,2,4,3,2,5,5,4,4.0,1,Pengguna Aktif Responsif Promo
312,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 8,Rp1.500.000 – Rp1.999.999,Universitas Sumatera Utara,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,4.0,ShopeePay,"GoPay, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk belanja online,Saat belanja online,Sangat memengaruhi,Sering,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,Cashback transaksi,Jumlah promo/cashback,Berniat,5.0,,4.25,4.75,4.5,4.5,4.5,4.25,4,False,4.0,22.0,8.0,4,5,5,4,5,5,4,4,5.0,1,Pengguna Aktif Responsif Promo
313,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp2.000.000 – Rp2.999.999,Universitas Muhammadiyah Ponorogo,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,DANA,"DANA, GoPay, OVO, ShopeePay, LinkAja, iSaku, Sakuku",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Memengaruhi,Sering,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Sangat berniat,4.0,,4.0,4.0,4.25,4.25,5.0,4.75,7,False,2.0,19.0,2.0,5,2,2,2,2,4,4,5,4.0,1,Pengguna Aktif Responsif Promo
314,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp500.000 – Rp999.999,Universitas Islam Negeri Alauddin,"Sangat sering, lebih dari 10 kali dalam seminggu",Belanja online,5.0,ShopeePay,"GoPay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Banyak promo/cashback,Saat belanja online,Sangat memengaruhi,Sering,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,Top-up mudah dan murah,Kemudahan top-up,Berniat,4.0,,4.5,4.25,4.25,4.5,4.75,4.25,2,False,5.0,19.0,2.0,2,5,5,4,5,5,4,4,4.0,1,Pengguna Aktif Responsif Promo
315,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,19.0,Semester 1,Rp1.500.000 – Rp1.999.999,Universitas 17 Agustus 1945 Surabaya,"Jarang, 1–2 kali dalam seminggu",Pembelian pulsa / paket data,2.0,iSaku,"LinkAja, iSaku",6 bulan – kurang dari 1 tahun,Rp25.000 – Rp49.999,Rp100.000 – Rp299.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Tidak memengaruhi,Tidak pernah,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,Top-up mudah dan murah,Kemudahan top-up,Tidak berniat,2.0,,1.5,1.25,2.0,1.75,1.5,1.25,2,False,2.0,19.0,1.0,4,2,2,2,2,2,1,2,2.0,2,Pengguna Positif Moderat/Selektif
316,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 4,Rp2.000.000 – Rp2.999.999,Universitas Telkom,"Sering, 6–10 kali dalam seminggu",Belanja online,3.0,ShopeePay,"DANA, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp50.000 – Rp99.999,Rp500.000 – Rp999.999,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,Top-up mudah dan murah,Kemudahan top-up,Sangat berniat,4.0,,4.75,4.5,5.0,4.5,4.5,4.75,3,False,3.0,20.0,4.0,5,4,4,3,4,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
317,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Rp500.000 – Rp999.999,Universitas Telkom,"Sering, 6–10 kali dalam seminggu",Pembelian makanan/minuman,3.0,DANA,"DANA, GoPay, OVO, ShopeePay",2 tahun – kurang dari 3 tahun,Rp25.000 – Rp49.999,Rp500.000 – Rp999.999,Banyak merchant yang menerima e-wallet,Saat membeli makanan/minuman,Sangat memengaruhi,Sering,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Berniat,5.0,,4.25,4.25,4.0,4.5,4.25,4.0,4,False,3.0,19.0,2.0,2,4,4,2,4,5,4,4,5.0,1,Pengguna Aktif Responsif Promo
318,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,22.0,Semester 7,Kurang dari Rp500.000,Universitas Negeri Makassar,"Cukup sering, 3–5 kali dalam seminggu",Pembayaran tagihan,2.0,DANA,"DANA, GoPay",1 tahun – kurang dari 2 tahun,Rp100.000 – Rp199.999,Rp300.000 – Rp499.999,Tidak perlu membawa uang tunai,Saat melakukan pembayaran rutin,Memengaruhi,Sangat sering,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Cashback transaksi,Jumlah promo/cashback,Sangat berniat,5.0,,4.75,4.75,4.75,4.75,5.0,4.5,2,False,2.0,22.0,7.0,1,3,3,4,3,4,5,5,5.0,1,Pengguna Aktif Responsif Promo
319,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,19.0,Semester 2,Kurang dari Rp500.000,Universitas Siliwangi,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,4.0,DANA,LinkAja,3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Tidak memengaruhi,Tidak pernah,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Transfer gratis,Biaya admin,Tidak berniat,2.0,,1.5,1.25,1.5,1.75,1.75,1.5,1,False,4.0,19.0,2.0,1,5,5,4,5,2,1,2,2.0,2,Pengguna Positif Moderat/Selektif
320,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 4,Rp1.000.000 – Rp1.499.999,Institut Teknologi Bandung,"Sangat sering, lebih dari 10 kali dalam seminggu",Transfer ke teman / orang lain,4.0,DANA,"DANA, OVO, ShopeePay, LinkAja",3 tahun atau lebih,Rp100.000 – Rp199.999,Rp1.000.000 atau lebih,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Sangat memengaruhi,Sangat sering,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,Cashback transaksi,Jumlah promo/cashback,Berniat,4.0,,4.75,4.5,4.75,4.0,4.5,4.25,4,False,4.0,20.0,4.0,3,5,5,4,5,5,5,4,4.0,1,Pengguna Aktif Responsif Promo
321,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,20.0,Semester 4,Rp2.000.000 – Rp2.999.999,Universitas Islam Negeri Sunan Kalijaga,"Cukup sering, 3–5 kali dalam seminggu",Transfer ke teman / orang lain,2.0,DANA,"DANA, GoPay, ShopeePay, LinkAja",1 tahun – kurang dari 2 tahun,Rp100.000 – Rp199.999,Rp300.000 – Rp499.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Memengaruhi,Sangat sering,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,Transfer gratis,Biaya admin,Berniat,5.0,,4.0,4.25,4.0,4.25,4.25,4.5,4,False,2.0,20.0,4.0,5,3,3,4,3,4,5,4,5.0,1,Pengguna Aktif Responsif Promo
322,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Perempuan,18.0,Semester 2,Rp500.000 – Rp999.999,Universitas Katolik Indonesia Atma Jaya,"Sering, 6–10 kali dalam seminggu",Transfer ke teman / orang lain,3.0,OVO,"DANA, GoPay, OVO, ShopeePay, LinkAja",2 tahun – kurang dari 3 tahun,Rp100.000 – Rp199.999,Rp500.000 – Rp999.999,Mudah untuk transfer uang,Saat transfer ke teman/keluarga,Sangat memengaruhi,Sangat sering,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,Pembayaran UKT/kampus,Perlindungan data pribadi,Sangat berniat,4.0,,4.25,4.75,4.5,4.5,4.5,4.5,5,False,3.0,18.0,2.0,2,4,4,4,4,5,5,5,4.0,1,Pengguna Aktif Responsif Promo
323,"Ya, saya bersedia","Ya, saya memenuhi seluruh kriteria tersebut",Laki-Laki,20.0,Semester 4,Rp2.000.000 – Rp2.999.999,Universitas Singaperbangsa Karawang,"Cukup sering, 3–5 kali dalam seminggu",Transportasi,2.0,ShopeePay,"OVO, ShopeePay",1 tahun – kurang dari 2 tahun,Rp25.000 – Rp49.999,Rp300.000 – Rp499.999,Banyak promo/cashback,Saat belanja online,Memengaruhi,Sangat sering,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,Pembayaran transportasi,Jumlah merchant yang menerima e-wallet,Sangat berniat,4.0,,4.25,4.25,4.5,4.0,4.0,4.25,2,False,2.0,20.0,4.0,5,3,3,2,3,4,5,5,4.0,1,Pengguna Aktif Responsif Promo
